序号,认定点代码,题型代码,题号,试题（题干）。,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码,,,
1309,B-B-B-019,B（单选题）,,激光雷达系统装配完成后，进行扫描测试前需要检查的是（）。,传感器角度,数据传输速率,电源稳定性,以上都是,,,D,3（中）,5（好）,,,
1310,B-B-B-019,B（单选题）,,在装配激光雷达系统的数据传输线时，应（）。,避免线路过长,随意布线,使用普通电线,无需固定,,,A,3（中）,5（好）,,,
1311,B-B-B-019,C（判断题）,,激光雷达系统装配可以不按照设计要求进行，随意安装各部件（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1312,B-B-B-019,C（判断题）,,激光雷达系统装配完成后，无需进行校准即可使用（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1313,B-B-B-019,G（多选题）,,装配激光雷达系统时，需要准备（）工具。,螺丝刀和扳手,万用表,水平仪,数据线和接插件,热风枪,,ABCD,3（中）,5（好）,,,
1314,B-B-B-019,G（多选题）,,激光雷达系统装配过程中，（）操作有助于提高扫描精度。,正确安装传感器,优化数据传输线路,随意设置传感器参数,固定好传感器与支架连接,定期维护系统,,ABDE,3（中）,5（好）,,,
1315,B-B-B-020,B（单选题）,,安装激光雷达传感器时，使用（）固定方式更稳固。,胶带粘贴,螺丝固定,橡皮筋捆绑,胶水粘贴,,,B,3（中）,5（好）,,,
1316,B-B-B-020,B（单选题）,,调整激光雷达系统的扫描范围，应通过调整（）。,传感器材质,数据传输线,控制程序参数,传感器形状,,,C,3（中）,5（好）,,,
1317,B-B-B-020,B（单选题）,,激光雷达系统装配完成后，进行校准测试时，应先（）。,设置扫描参数,检查系统稳定性,调整传感器位置,启动系统,,,B,3（中）,5（好）,,,
1318,B-B-B-020,C（判断题）,,装配激光雷达系统时，传感器的安装位置可以随意确定（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1319,B-B-B-020,C（判断题）,,激光雷达系统装配完成后，无需进行性能测试即可使用（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1320,B-B-B-020,G（多选题）,,激光雷达系统装配方法中，正确连接数据传输线的要点包括（）。,区分接口类型,避免线路干扰,使用合适的接头,随意布线,固定线路,,ABCE,3（中）,5（好）,,,
1321,B-B-B-020,G（多选题）,,装配激光雷达系统的传感器时，需要考虑（）因素。,传感器精度,传感器朝向,周围电子设备干扰,传感器颜色,无人机外观,,ABC,3（中）,5（好）,,,
1322,B-B-C-001,B（单选题）,,编制零部件报告单时，首先应记录的是（）。,零部件名称,零部件价格,零部件生产厂家,零部件使用说明,,,A,3（中）,5（好）,,,
1323,B-B-C-001,B（单选题）,,在记录零部件的技术参数时，（）不需要记录。,尺寸规格,重量,外观颜色,性能指标,,,C,3（中）,5（好）,,,
1324,B-B-C-001,B（单选题）,,零部件报告单中，备注栏主要填写（）。,零部件的安装步骤,零部件的采购渠道,零部件的特殊要求或注意事项,零部件的库存数量,,,C,1（较易）,5（好）,,,
1325,B-B-C-001,C（判断题）,,编制零部件报告单时，可以随意省略部分信息（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1326,B-B-C-001,C（判断题）,,零部件报告单不需要进行审核（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1327,B-B-C-001,G（多选题）,,编制零部件报告单需要收集（）信息。,零部件型号,零部件生产日期,零部件采购成本,零部件供应商,零部件使用频率,,ABCD,3（中）,5（好）,,,
1328,B-B-C-001,G（多选题）,,关于零部件报告单编制正确的是（）。,内容准确完整,格式规范统一,可随意修改,及时更新,无需备份,,ABD,3（中）,5（好）,,,
1329,B-B-C-002,B（单选题）,,编制子系统报告单时，系统功能描述应（）。,简洁明了,详细复杂,随意编写,无需描述,,,A,3（中）,5（好）,,,
1330,B-B-C-002,B（单选题）,,在记录子系统的测试结果时，（）是必须记录的。,测试时间,测试人员姓名,测试中出现的问题及解决方法,测试地点,,,C,1（较易）,5（好）,,,
1331,B-B-C-002,B（单选题）,,子系统报告单中，维护建议部分应根据（）。,个人经验,系统使用频率,系统运行状况,随意填写,,,C,1（较易）,5（好）,,,
1332,B-B-C-002,C（判断题）,,编制子系统报告单时，数据可以随意编造（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1333,B-B-C-002,C（判断题）,,子系统报告单只需编制一次，无需更新（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1334,B-B-C-002,G（多选题）,,编制子系统报告单需要收集（）信息。,子系统组成部件,子系统工作原理,子系统故障记录,子系统维修历史,子系统生产厂家,,ABCD,4（较难）,5（好）,,,
1335,B-B-C-002,G（多选题）,,关于子系统报告单编制正确的是（）。,语言通俗易懂,数据真实可靠,重点突出,无需分类,定期整理,,ABCE,3（中）,5（好）,,,
1336,B-B-C-003,B（单选题）,,编制整机报告单时，整机性能参数不包括（）。,飞行速度,续航时间,外观颜色,载重能力,,,C,3（中）,5（好）,,,
1337,B-B-C-003,B（单选题）,,在记录整机的装配过程时，应（）。,详细记录每一步骤,只记录关键步骤,随意记录,无需记录,,,A,3（中）,5（好）,,,
1338,B-B-C-003,B（单选题）,,整机报告单中，质量评估部分主要依据（）。,零部件质量,装配工艺,测试结果,以上都是,,,D,1（易）,5（好）,,,
1339,B-B-C-003,C（判断题）,,编制整机报告单时，报告格式可以随意确定（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1340,B-B-C-003,C（判断题）,,整机报告单不需要存档（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1341,B-B-C-003,G（多选题）,,编制整机报告单需要收集（）信息。,整机型号,装配人员,飞行测试数据,客户反馈,市场价格,,ABCD,3（中）,5（好）,,,
1342,B-B-C-003,G（多选题）,,关于整机报告单编制正确的是（）。,内容全面,条理清晰,数据准确,格式统一,无需审核,,ABCD,5（难）,5（好）,,,
1343,B-B-C-004,B（单选题）,,编制任务载荷系统报告单时，任务载荷的功能描述应（）。,简单概括,详细准确,随意编写,无需描述,,,B,1（易）,5（好）,,,
1344,B-B-C-004,B（单选题）,,在记录任务载荷系统的调试过程时，应重点记录（）。,调试时间,调试人员,调试中出现的问题及解决方法,调试地点,,,C,4（较难）,5（好）,,,
1345,B-B-C-004,B（单选题）,,任务载荷系统报告单中，使用注意事项部分应根据（）。,任务类型,个人喜好,系统成本,随意填写,,,A,3（中）,5（好）,,,
1346,B-B-C-004,C（判断题）,,编制任务载荷系统报告单时，信息可以随意删减（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1347,B-B-C-004,C（判断题）,,任务载荷系统报告单不需要定期更新（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1348,B-B-C-004,G（多选题）,,编制任务载荷系统报告单需要收集（）信息。,任务载荷型号,安装位置,性能指标,维护记录,采购合同,,ABCD,3（中）,5（好）,,,
1349,B-B-C-004,G（多选题）,,关于任务载荷系统报告单编制正确的是（）。,重点突出,内容详实,数据可靠,格式规范,无需备份,,ABCD,3（中）,5（好）,,,
1350,B-C-A-001,B（单选题）,,视距内飞行时，与障碍物保持的安全距离至少为（）米。,5,10,15,20,,,B,3（中）,5（好）,,,
1351,B-C-A-001,B（单选题）,,在人群密集区域进行视距内飞行，高度应限制在（）。,50 米,100 米,150 米,200 米,,,A,3（中）,4（较好）,,,
1352,B-C-A-001,B（单选题）,,视距内飞行时，遇到强风天气应（）。,继续飞行，提高速度,降低飞行高度,立即降落,改变飞行方向,,,C,3（中）,5（好）,,,
1353,B-C-A-001,C（判断题）,,视距内飞行时，无需关注周围的电磁干扰情况（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1354,B-C-A-001,C（判断题）,,在视距内飞行，只要能看到无人机，就可以随意飞行（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1355,B-C-A-001,G（多选题）,,视距内飞行前，需要检查（）方面。,无人机的电池电量,遥控器和接收机的连接状态,摄像头的工作状态,天气条件,飞行区域的法规限制,,ABDE,3（中）,5（好）,,,
1356,B-C-A-001,G（多选题）,,视距内飞行时，以下行为是危险的有（）。,在高压线附近飞行,在水面上方飞行,飞行中突然改变航向,超出视距范围飞行,不进行飞行前检查,,ADE,3（中）,5（好）,,,
1357,B-C-A-002,B（单选题）,,视距内飞行时，想要让无人机快速上升，应如何操作遥控器（）。,快速向上推动油门摇杆,缓慢向上推动油门摇杆,快速向左推动方向摇杆,快速向右推动方向摇杆,,,A,3（中）,5（好）,,,
1358,B-C-A-002,B（单选题）,,无人机在视距内飞行时出现漂移，应优先调整（）。,相机的角度, GPS模块的位置,遥控器的天线方向,水平校准和IMU传感器,,,D,3（中）,5（好）,,,
1359,B-C-A-002,B（单选题）,,在视距内飞行中，进行转弯操作时，需要同时调整（）。,油门和方向,油门和俯仰,方向和俯仰,俯仰和横滚,,,A,3（中）,5（好）,,,
1360,B-C-A-002,C（判断题）,,视距内飞行时，遥控器的操作指令可以随意发送，无人机都能准确响应（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1361,B-C-A-002,C（判断题）,,在视距内飞行，只要熟悉遥控器按键，无需练习就能熟练操控无人机（）。, 正确,错误,,,,,B,3（中）,5（好）,,,
1362,B-C-A-002,G（多选题）,,视距内飞行操控无人机时，（）操作技巧是正确的。,平稳操作遥控器摇杆,快速频繁切换飞行模式,根据飞行姿态及时调整,操作前了解无人机性能,随意调整飞行速度,,ACD,3（中）,5（好）,,,
1363,B-C-A-002,G（多选题）,,影响视距内飞行操控精度的因素有（）。,无人机的重量,遥控器的信号强度,飞行环境的风速,操作人员的经验,无人机的颜色,,ABCD,3（中）,5（好）,,,
1364,B-C-A-003,B（单选题）,,在无人机控制中，比例（P）的主要作用是（）。,消除系统误差,对偏差进行快速响应,预测偏差变化趋势,稳定系统输出,,,B,3（中）,5（好）,,,
1365,B-C-A-003,B（单选题）,,比例（P）参数越大，对无人机控制的影响是（）。,控制响应更迟缓,控制响应更快但可能导致超调和振荡,控制精度降低,系统稳定性增强,,,B,3（中）,5（好）,,,
1366,B-C-A-003,B（单选题）,,当无人机的实际位置与目标位置偏差较大时，比例（P）控制会（）。,缓慢调整以减小偏差,迅速调整以减小偏差，但可能导致超调,保持控制量不变,逐渐增加偏差,,,B,3（中）,5（好）,,,
1367,B-C-A-003,C（判断题）,,比例（P）控制可以完全消除系统的稳态误差。, 正确,错误,,,,,B,3（中）,5（好）,,,
1368,B-C-A-003,C（判断题）,,比例（P）参数只影响无人机的飞行速度，不影响飞行姿态。, 正确,错误,,,,,B,3（中）,5（好）,,,
1369,B-C-A-003,G（多选题）,,关于比例（P）在无人机控制中的作用，说法正确的是（）。,能够快速纠正偏差,与积分、微分共同作用,比例系数越大越好,可根据飞行任务调整,只在起飞阶段起作用,,ABD,3（中）,5（好）,,,
1370,B-C-A-003,G（多选题）,,比例（P）控制在无人机（）飞行操作中发挥重要作用。,起飞,悬停,降落,巡航,倒飞,,ABCD,3（中）,5（好）,,,
1371,B-C-A-004,B（单选题）,,积分（I）在无人机控制中的主要目的是（）。,快速响应偏差,消除稳态误差,抑制干扰,调整飞行速度,,,B,3（中）,5（好）,,,
1372,B-C-A-004,B（单选题）,,积分（I）参数过大，会导致无人机（）。,响应迟缓,快速响应,积分饱和，控制不稳定,无明显影响,,,C,3（中）,5（好）,,,
1373,B-C-A-004,B（单选题）,,当无人机长时间处于某个偏差状态时，积分（I）控制会（）。,不断累加偏差,忽略偏差,减小偏差,反向计算偏差,,,A,5（难）,5（好）,,,
1374,B-C-A-004,C（判断题）,,积分（I）控制对无人机的瞬间偏差响应最敏感。, 正确,错误,,,,,B,5（难）,5（好）,,,
1375,B-C-A-004,C（判断题）,,在无人机控制中，积分（I）参数可以随意设置，不影响飞行性能。, 正确,错误,,,,,B,3（中）,5（好）,,,
1376,B-C-A-004,G（多选题）,,积分（I）控制在无人机控制中，（）说法是正确的。,与比例控制协同工作,能消除累计误差,积分时间越长越好,根据飞行环境调整,只在降落时使用,,ABD,3（中）,5（好）,,,
1377,B-C-A-004,G（多选题）,,（）情况需要重点考虑积分（I）控制在无人机中的应用。,长时间保持特定高度,精确的航线飞行,快速转弯,起飞加速,定点悬停,,ABE,3（中）,5（好）,,,
1378,B-C-A-005,B（单选题）,,微分（D）在无人机控制中的作用是（）。,对偏差进行快速响应,消除稳态误差,根据偏差变化率调整控制量,调整飞行姿态,,,C,3（中）,5（好）,,,
1379,B-C-A-005,B（单选题）,,微分（D）参数增大，无人机的控制会（）。,更稳定，抑制快速变化,变得不稳定,响应变慢,无影响,,,A,3（中）,5（好）,,,
1380,B-C-A-005,B（单选题）,,当无人机飞行姿态变化过快时，微分（D）控制会（）。,输出较大控制量抑制变化,输出较小控制量,保持控制量不变,反向输出控制量,,,A,3（中）,5（好）,,,
1381,B-C-A-005,C（判断题）,,微分（D）控制主要关注无人机当前的偏差大小。, 正确,错误,,,,,B,3（中）,5（好）,,,
1382,B-C-A-005,C（判断题）,,在无人机平稳飞行时，微分（D）控制不起作用。, 正确,错误,,,,,B,1（易）,5（好）,,,
