,认定点代码,题型代码,题号,试题（题干）,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码,解析,,,,,,,,,,,
863,B-B-B-001,C（判断题）,,在配置多旋翼无人机飞行控制系统调试软件时，需要根据实际情况进行参数设置。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
864,B-B-B-001,C（判断题）,,在配置多旋翼无人机飞行控制系统调试软件时，需要进行测试验证以确保设置正确。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
865,B-B-B-002,B（单选题）,,在多旋翼无人机飞行控制系统调试软件安装过程中，应该选择（）。进行安装,.dll文件,.exe文件,.jar文件,.apk文件,,,B,3（中）,5（好）,,,,,,,,,,,,
866,B-B-B-002,B（单选题）,,在多旋翼无人机飞行控制系统调试软件安装过程中，应该将安装程序放置在（）。,主文档目录下,系统文件夹下,用户文件夹下,任意位置,,,A,3（中）,5（好）,,,,,,,,,,,,
867,B-B-B-002,B（单选题）,,旋翼无人机飞行控制系统调试软件安装前应首先做（）。,直接下载软件,检查电脑兼容性,更换无人机电池,安装电机,,,B,3（中）,5（好）,,,,,,,,,,,,
868,B-B-B-002,B（单选题）,,在多旋翼无人机飞行控制系统调试软件的安装中，可以通过（）。获取正确的固件版本,询问朋友,查看无人机说明书,直接下载最新版,测量电机大小,,,B,3（中）,5（好）,,,,,,,,,,,,
869,B-B-B-002,C（判断题）,,如果调试软件无法识别飞行控制器，首先应检查USB驱动程序是否安装正确。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
870,B-B-B-002,C（判断题）,,安装调试软件时，用户不需要选择固件版本，因为软件会自动安装与飞控硬件兼容的版本。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
871,B-B-B-003,B（单选题）,,多旋翼无人机飞行控制系统调试软件的固件升级方法不包括（）。,利用软件自动升级,通过USB接口手动升级,通过SD卡手动升级,通过无线网络自动升级,,,D,3（中）,4（较好）,,,,,,,,,,,,
872,B-B-B-003,B（单选题）,,在进行多旋翼无人机飞行控制系统调试软件的固件升级时，操作正确的是（）。,先关闭电源再进行升级,直接插上USB线或SD卡后立即开始升级,不需要备份现有固件,升级过程中可以随意中断操作,,,A,3（中）,5（好）,,,,,,,,,,,,
873,B-B-B-003,B（单选题）,,固件升级的主要目的是（）。,改变无人机颜色,增加无人机重量,提升无人机性能,设计无人机外形,,,C,2（易）,5（好）,,,,,,,,,,,,
874,B-B-B-003,B（单选题）,,固件升级前应先（）。,直接连接无人机,备份现有数据,更换电池,安装电机,,,B,3（中）,5（好）,,,,,,,,,,,,
875,B-B-B-003,C（判断题）,,在多旋翼无人机飞行控制系统进行固件升级前，对飞行控制系统进行软复位是最为关键的准备工作。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
876,B-B-B-003,C（判断题）,,在升级多旋翼无人机飞行控制系统固件时，需要通过功能验证和飞行测试确保固件正常工作并无引入新的问题，以确认升级成功。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
877,B-B-B-004,B（单选题）,,在磁罗盘校准过程中，以下（）操作是正确的。,在靠近强磁场区域如变电站附近进行校准,校准时快速旋转设备以节省时间,按照设备制造商提供的指南，缓慢且平稳地旋转设备,在室内有大量电子设备的地方进行校准,,,C,3（中）,5（好）,,,,,,,,,,,,
878,B-B-B-004,B（单选题）,,不是多旋翼无人机磁罗盘调试中需要注意的问题是（）。,确保飞行器在稳定的环境中进行调试,在调试过程中避免强烈的电磁干扰,在飞行器上安装多个磁罗盘，以提高精度,根据飞行器的具体需求选择合适的磁罗盘型号,,,C,3（中）,5（好）,,,,,,,,,,,,
879,B-B-B-004,B（单选题）,,调试磁罗盘时，要进行环境检测的目的是（）。,确认周围是否有金属物体干扰,改变螺旋桨角度,调整电机转速,更换电池,,,A,3（中）,5（好）,,,,,,,,,,,,
880,B-B-B-004,B（单选题）,,磁罗盘调试完成后，下一步应该做（）。,立即进行飞行测试,进行系统校准,更换电池,安装其他配件,,,A,3（中）,5（好）,,,,,,,,,,,,
881,B-B-B-004,C（判断题）,,在调试多旋翼无人机磁罗盘时，只需要观察仪表盘上的指示即可。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
882,B-B-B-004,C（判断题）,,在调试多旋翼无人机磁罗盘时，需要考虑周围环境的影响。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
883,B-B-B-005,B（单选题）,,在调试多旋翼无人机加速度计时，如果发现加速度读数不稳定，可能是（）引起的。,加速度计硬件故障,加速度计软件故障,飞控系统错误配置,空气阻力过大,,,A,3（中）,5（好）,,,,,,,,,,,,
884,B-B-B-005,B（单选题）,,加速度计调试的主要目的是（）。,改变无人机颜色,增加无人机重量,提高稳定性和定位精度,设计无人机外形,,,C,2（易）,5（好）,,,,,,,,,,,,
885,B-B-B-005,B（单选题）,,调试加速度计时，要检查安装位置的目的是（）。,确保无振动,改变螺旋桨角度,调整电机转速,更换电池,,,A,2（易）,5（好）,,,,,,,,,,,,
886,B-B-B-005,B（单选题）,,如果加速度计读数异常，应该（）。,增加配重,减少螺旋桨叶片数量,校准加速度计,更换电池,,,C,3（中）,5（好）,,,,,,,,,,,,
887,B-B-B-005,C（判断题）,,调试多旋翼无人机加速度计时，可以忽略环境因素的影响。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
888,B-B-B-005,C（判断题）,,对于多旋翼无人机加速度计的调试，只需要调整姿态控制参数即可。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
889,B-B-B-006,B（单选题）,,（）。可以用于多旋翼无人机的陀螺仪,零点校准法,正交基准法,交叉基准法,滑动基准法,,,A,3（中）,5（好）,,,,,,,,,,,,
890,B-B-B-006,B（单选题）,,多旋翼无人机陀螺仪的作用是（）。,提供动力,控制飞行方向,维持飞行器稳定,测量飞行速度,,,C,2（易）,5（好）,,,,,,,,,,,,
891,B-B-B-006,B（单选题）,,多旋翼无人机在飞行过程中，陀螺仪主要负（）。的控制,横向移动,纵向移动,垂直移动,飞行器姿态,,,D,3（中）,5（好）,,,,,,,,,,,,
892,B-B-B-006,B（单选题）,,旋翼无人机陀螺仪零点校准法的目的是（）。,确定陀螺仪的输出值为0,确定陀螺仪的最大输出值,确定陀螺仪的最小输出值,确定陀螺仪的精度,,,A,2（易）,5（好）,,,,,,,,,,,,
893,B-B-B-006,C（判断题）,,在调试多旋翼无人机陀螺仪时，需要考虑无人机的姿态，通常不要求特定的地理位置或飞行位置。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
894,B-B-B-006,C（判断题）,,调试多旋翼无人机陀螺仪时，不需要进行多次校准以确保准确性。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
895,B-B-B-007,B（单选题）,,在惯性导航系统中，通过（）。来检测加速度计误差,将系统放置在一个已知运动状态的平台上，通过比较输出数据与平台实际运动状态之间的差异,将系统放置在一个静态平台上，通过比较输出数据与平台实际静止状态之间的差异,将系统放置在一个高速移动的平台上，通过比较输出数据与平台实际运动状态之间的差异,监测加速度计的电源电压变化,,,A,3（中）,5（好）,,,,,,,,,,,,
896,B-B-B-007,B（单选题）,,在惯性导航系统的调试过程中，首要的步骤是（）。,数据采集,系统校准,功能测试,性能评估,,,B,3（中）,5（好）,,,,,,,,,,,,
897,B-B-B-007,B（单选题）,,在惯性导航系统的调试过程中，评估系统的性能是（）。,通过观察系统的响应时间,通过比较系统的输出与实际测量值,通过检查系统的错误率,性能评估,,,B,5（难）,5（好）,,,,,,,,,,,,
898,B-B-B-007,B（单选题）,,惯性导航系统的核心部分是（）。,加速度计,陀螺稳定平台,导航计算机,控制显示器,,,B,5（难）,5（好）,,,,,,,,,,,,
899,B-B-B-007,C（判断题）,,惯性导航系统（INS）在安装并完成初始化后，通常无需进行任何后续调试，直接投入使用即可。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
900,B-B-B-007,C（判断题）,,在调试惯性导航系统时，需要考虑无人机的姿态和位置。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
901,B-B-B-008,B（单选题）,,（）可以用于卫星导航系统的调试。,测试接收机的灵敏度,检查天线的位置和方向,检查信号源的质量,手动调整卫星导航系统的参数,,,D,2（易）,5（好）,,,,,,,,,,,,
902,B-B-B-008,B（单选题）,,在卫星导航系统调试中，需要考虑的因素不包括（）。,天气条件,地理位置,设备质量,人为操作,,,C,3（中）,5（好）,,,,,,,,,,,,
903,B-B-B-008,B（单选题）,,在进行无人机卫星导航系统调试时，（）不是必要的是。,检查飞控板与GNSS模块的通信是否正常,确保GNSS模块的天线安装正确,验证GNSS模块是否能够正常接收卫星信号,不需要进行任何调试，直接使用即可,,,D,3（中）,5（好）,,,,,,,,,,,,
904,B-B-B-008,B（单选题）,,在无人机卫星导航系统中，指南针模块的校准步骤包括（）。,将无人机放在桌面上，指南针模块朝下,确保无人机稳定，指南针模块朝上,旋转无人机，使得指南针模块在所有方向上都得到校准,无需校准指南针模块,,,C,3（中）,5（好）,,,,,,,,,,,,
905,B-B-B-008,C（判断题）,,在调试卫星导航系统时，需要进行初始化操作。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
906,B-B-B-008,C（判断题）,,在调试卫星导航系统时，需要进行测试验证以确保系统正常工作。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
907,B-B-B-009,B（单选题）,,在选择遥控器时，以下（）检查与整机紧固性间接相关。,遥控器的电池容量,遥控器与飞行控制器的通讯协议,飞行器与遥控器的连接稳定性,遥控器的按键响应速度,,,C,,,,,,,,,,,,,,
908,B-B-B-009,B（单选题）,,在遥控器选型时，飞行控制器与遥控器之间的通信稳定性对于整机紧固性检查的影响表现在（）方面。,确保遥控器的频率设定正确,检查飞行控制器是否稳固固定,遥控器的电池容量是否充足,遥控器的天线是否安装正确,,,B,,,,,,,,,,,,,,
909,B-B-B-009,B（单选题）,,在飞行控制器和遥控器的设置过程中，若遥控器出现信号丢失问题，最可能与下列（）紧固性问题相关。,飞行控制器的外壳螺丝松动,遥控器的频率设置不当,电池电量过低,飞行控制器的电源接触不良,,,A,,,,,,,,,,,,,,
910,B-B-B-009,B（单选题）,,在选择遥控器时，以下（）操作可能间接影响整机的紧固性。,设置遥控器的电池电压监控,选择适配的飞行控制器通信模块,选择遥控器的工作频率,确保遥控器的操作界面符合飞行要求,,,B,,,,,,,,,,,,,,
911,B-B-B-009,C（判断题）,,遥控器的信号传输稳定性与飞行控制器的紧固性关系不大（ ）,正确,错误,,,,,B,,,,,,,,,,,,,,
912,B-B-B-009,C（判断题）,,在遥控器选型时，飞行控制器与遥控器的连接紧固性检查可以有效避免控制信号丢失（ ）,正确,错误,,,,,A,,,,,,,,,,,,,,
913,B-B-B-010,B（单选题）,,在遥控器发射机和接收机对频时，下列检查最能间接反映飞行器整机紧固性（）。,检查遥控器天线是否正确安装,检查接收机与飞行控制器的连接是否稳定,检查遥控器的电池电量,检查遥控器与飞行器的频率是否匹配,,,B,,,,,,,,,,,,,,
914,B-B-B-010,B（单选题）,,遥控器发射机和接收机对频的过程中，下列问题可能间接揭示整机紧固性问题（）。,接收机与发射机的信号丢失,遥控器按键的反应时间延迟,飞行器外壳的裂缝,遥控器的电池电压过低,,,A,,,,,,,,,,,,,,
915,B-B-B-010,B（单选题）,,在进行遥控器对频操作时，飞行器的紧固性检查对稳定信号的重要性体现在（）。,确保发射机和接收机的信号传输稳定,确保飞行器电池的电量充足,确保飞行控制器的固件版本是最新的,检查遥控器的操作界面是否正常,,,A,,,,,,,,,,,,,,
916,B-B-B-010,B（单选题）,,在飞行器进行遥控器对频后，发现信号干扰较多，下列检查可能间接指示整机紧固性问题（）。,检查接收机是否牢固安装,检查遥控器的电池电量,检查遥控器的工作频率设置是否正确,检查飞行控制器的控制算法是否存在错误,,,A,,,,,,,,,,,,,,
917,B-B-B-010,C（判断题）,,遥控器发射机和接收机的对频操作不会受到飞行器外壳松动问题的影响（ ）,正确,错误,,,,,B,,,,,,,,,,,,,,
918,B-B-B-010,C（判断题）,,飞行器的螺丝松动可能导致信号丢失或不稳定，间接影响遥控器对频操作（ ）,正确,错误,,,,,A,,,,,,,,,,,,,,
