题目ID,题目陈述,题目类型,内容分类,难度等级,分值,是否启用,选项A,选项B,选项C,选项D,选项E,选项F,正确答案,题目解析,出题人,创建时间,最后修改时间
03019,（）。不是无人机通信的主要技术类型,单选题,飞行原理,中等,2,是,卫星通信,地面站通信,WiFi通信,5G通信,,,WiFi通信,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03021,（）。通信方式适用于短距离无人机操作,单选题,飞行原理,中等,2,是,Wi-Fi,卫星通信,光纤通信,5G通信,,,Wi-Fi,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03022,无人机与遥控器之间的通信通常是通过（）。进行的,单选题,飞行原理,中等,2,是,无线电波,电缆连接,蓝牙,红外线,,,无线电波,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03025,在无人机长距离无线数据传输中，（）。参数对于保持稳定的通信链路最为关键,单选题,飞行原理,中等,2,是,调制方式,发射功率,频率稳定性,数据编码方式,,,频率稳定性,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03026,（）。可以实现远距离的数据传输的无线数据传输技术,单选题,飞行原理,中等,2,是,WiFi,Zigbee,LoRa,NFC,,,LoRa,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03028,无线数据传输系统的传输速度通常用（）。来衡量,单选题,飞行原理,中等,2,是,Mbps(Megabitspersecond),Hz(Hertz),dBm(Decibel-milliwatts),mW(Milliwatts),,,Mbps(Megabitspersecond),,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03031,（）。不是无线图像传输系统的常用带宽,单选题,飞行原理,中等,2,是,20MHz,40MHz,60MHz,80MHz,,,60MHz,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03032,（）。不是无线图像传输系统的常见分辨率,单选题,飞行原理,中等,2,是,VGA,HD,FHD,UHD,,,VGA,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03038,惯性导航系统（INS）不依赖（）。确定位置,单选题,飞行原理,中等,2,是,外部信号,加速度计,陀螺仪,地图数据库,,,外部信号,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03040,（）。不属于无人机的导航参数,单选题,飞行原理,中等,2,是,高度,温度,速度,方向,,,温度,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03045,组合导航系统通常是将（）。组合在一起,单选题,飞行原理,中等,2,是,GPS和惯性导航系统,地磁导航和视觉导航,无线电导航和卫星导航,激光导航和惯性导航系统,,,GPS和惯性导航系统,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03046,在组合导航系统中，GNSS可以为惯性导航系统提供（）。,单选题,飞行原理,中等,2,是,动力支持,初始对准和误差修正,信号干扰保护,备用通信通道,,,初始对准和误差修正,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03047,组合导航系统通过融合多种导航技术来提高定位精度和可靠性。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03048,组合导航系统无法在室内环境下提供准确的位置信息。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:16
03049,在无人机应用中，GNSS导航系统主要用于（）。,单选题,飞行原理,困难,2,是,精确确定无人机的位置和飞行轨迹,检测无人机周围的障碍物,控制无人机的飞行姿态,调整无人机的动力输出,,,精确确定无人机的位置和飞行轨迹,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03050,无人机在室内飞行时，会发挥主要作用的导航系统是（）。,单选题,飞行原理,中等,2,是,视觉导航系统,全球导航卫星系统,远程无线电导航系统,惯性导航系统单独使用,,,视觉导航系统,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03052,为了提高无人机导航的精度和可靠性，常采用（）。,单选题,飞行原理,中等,2,是,单一高精度导航系统,多种导航系统组合,降低导航系统的更新频率,增加导航系统的传感器数量,,,多种导航系统组合,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03056,在装配无人机螺旋桨时，为防止手部受伤，应该（）。,单选题,飞行原理,中等,2,是,佩戴手套,加快装配速度,使用工具强行安装,先安装电机再装螺旋桨,,,佩戴手套,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03057,在组装无人机时，应避免在（）。环境下进行,单选题,飞行原理,中等,2,是,干燥的房间,通风良好的室外,潮湿或多尘的地方,温度适宜的室内,,,潮湿或多尘的地方,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03058,装配无人机的飞控系统时，为避免静电损坏电子元件，应该（）。,单选题,飞行原理,中等,2,是,佩戴防静电手环,在潮湿环境下操作,用手触摸元件引脚来放电,增加操作现场的人员走动,,,佩戴防静电手环,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03059,在进行无人机装配之前，确保所有工具都已检查无误，并放置在易于取用但不会妨碍工作的位置上，这是正确的做法。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03060,装配无人机时，可以不穿戴任何个人防护装备（如护目镜、手套等），只要小心操作即可。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03061,在无人机调试过程中，启动电机时，应该（）。,单选题,飞行原理,中等,2,是,确保螺旋桨安装牢固且周围无人,用手握住螺旋桨检查动力,在人员密集区启动,不检查螺旋桨安装情况直接启动,,,确保螺旋桨安装牢固且周围无人,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03062,调试无人机飞行姿态时，为防止无人机失控伤人，应该（）。,单选题,飞行原理,中等,2,是,在开阔、无人的场地进行调试,在室内狭窄空间调试,不设置飞行高度限制,减少对无人机状态的监控,,,在开阔、无人的场地进行调试,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03063,调试无人机通信系统时，为避免信号干扰，应该（）。,单选题,飞行原理,中等,2,是,远离大型电子设备和金属障碍物,将无人机放置在金属盒内,使用多个通信频段同时调试,在强电磁辐射环境下进行,,,远离大型电子设备和金属障碍物,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03064,在调试无人机的视觉系统时，为保护镜头，应该（）。,单选题,飞行原理,中等,2,是,避免镜头直接暴露在强光下,用手指触摸镜头检查清晰度,让镜头接触尖锐物体,在沙尘环境下使用,,,避免镜头直接暴露在强光下,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03065,在无人机调试过程中，为了确保安全，操作人员无需穿戴任何防护装备。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03066,调试无人机时，只需确保无人机本身的功能正常，无需检查其与其他设备的兼容性。（）,单选题,飞行原理,困难,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03067,在无人机测试飞行过程中，为确保飞行安全，（）。措施是必要的,单选题,飞行原理,中等,2,是,使用高清摄像头进行拍摄,在人口密集区域进行飞行测试,对飞行区域进行充分的空域申请和检查,提高无人机的飞行速度,,,对飞行区域进行充分的空域申请和检查,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03068,在无人机测试飞行过程中，（）。的行为容易导致飞行器失控,单选题,飞行原理,中等,2,是,遵守飞行规则并保持与地面的距离,避开高风险区域并保持飞行高度,与他人分享飞行数据并相互监督,长时间高速飞行并穿越密集人群区域,,,长时间高速飞行并穿越密集人群区域,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03069,在无人机测试飞行中，（）。步骤是必不可少的,单选题,飞行原理,中等,2,是,选择飞行场地,调整摄像头角度,清洁无人机机身,起飞前的检查,,,起飞前的检查,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03070,无人机测试飞行中，（）。做法是错误的,单选题,飞行原理,中等,2,是,未经许可就进行测试,确保通讯畅通,事先规划好飞行路线,选择合适的天气条件,,,未经许可就进行测试,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03071,无人机测试飞行时，操作人员可以边操作无人机边查看手机或其他电子设备。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03072,为了确保无人机测试飞行的安全，操作人员只需在飞行前对无人机进行检查，飞行过程中无需再进行任何监控。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03073,无人机飞行过程中，螺旋桨突然停止转动，这属于（）。故障,单选题,飞行原理,中等,2,是,动力系统故障,飞控系统故障,通信系统故障,导航系统故障,,,动力系统故障,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03077,无人机的通信故障通常只与遥控器的硬件问题有关。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03078,一般情况下，无人机的环境适应性故障主要是由于恶劣天气条件导致的。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03079,在无人机通信系统故障时，（）。是无效的,单选题,飞行原理,中等,2,是,检查天线连接,重启通信模块,更换电池,检查周围环境是否有信号干扰,,,更换电池,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03080,无人机通信系统故障导致无法接收遥控指令，首先应该检查（）。,单选题,飞行原理,中等,2,是,遥控器电池,无人机飞控板,通信模块固件,无人机电池,,,遥控器电池,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03081,无人机在飞行中失去视频传输，但遥控信号正常，是（）。类型的通信故障,单选题,飞行原理,中等,2,是,视频链路故障,遥控链路故障,GNSS信号故障,数据链路故障,,,视频链路故障,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03083,无人机通信系统的故障仅发生在硬件出现问题时。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03084,通过优化路径规划和避免已知的干扰源，可以有效降低无人机通信故障的发生率。（）,单选题,飞行原理,困难,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03085,无人机GNSS（全球导航卫星系统）无法定位，首先要检查（）。,单选题,飞行原理,中等,2,是,GNSS天线是否连接良好,飞控系统的导航算法,电池电量是否充足,周围的磁场环境,,,GNSS天线是否连接良好,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03086,无人机GNSS信号弱的常见原因是（）。,单选题,飞行原理,中等,2,是,周围有高大建筑物遮挡,飞行速度过快,搭载设备过重,相机处于拍摄状态,,,周围有高大建筑物遮挡,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03087,无人机GNSS定位出现较大偏差，可能是因为（）。,单选题,飞行原理,中等,2,是,卫星信号多径效应,螺旋桨产生的电磁干扰,起落架未收起,视觉传感器故障,,,卫星信号多径效应,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03089,无人机GNSS出现故障时，无人机将完全无法确定自己的位置。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03090,使用多频段GNSS接收器能够改善在城市峡谷等复杂环境中的定位准确性。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03091,无人机飞行中出现姿态摇摆不定的故障，可能是由于（）。,单选题,飞行原理,中等,2,是,电机转速不平衡,电池电量不足,GNSS信号丢失,通信链路中断,,,电机转速不平衡,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03092,无人机在空中突然仰头或低头，可能是（）。出现问题,单选题,飞行原理,中等,2,是,俯仰通道控制,横滚通道控制,偏航通道控制,油门通道控制,,,俯仰通道控制,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03093,无人机飞行姿态出现高频振动，可能是（）。,单选题,飞行原理,中等,2,是,电机不平衡或螺旋桨损坏,高度传感器故障,通信系统受到干扰,GNSS系统不稳定,,,电机不平衡或螺旋桨损坏,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03095,无人机飞行姿态故障不会影响其导航系统的准确性。（）,单选题,飞行原理,中等,2,是,正确,错误,,,,,错误,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03096,定期维护和检查无人机的传感器和飞行控制系统能够有效预防飞行姿态故障。（）,单选题,飞行原理,困难,2,是,正确,错误,,,,,正确,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03097,多旋翼无人机起飞时桨叶旋转但无法离地，可能是因为（）。,单选题,飞行原理,中等,2,是,螺旋桨转速不够,飞控系统软件更新,通信系统繁忙,视觉系统未启动,,,螺旋桨转速不够,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
03098,无人机起飞离地几秒钟后迅速下降，可能是（）。,单选题,飞行原理,中等,2,是,电池电量过低，无法维持飞行高度,起飞场地有斜坡,飞控系统的高度锁定功能开启,螺旋桨长度过长,,,电池电量过低，无法维持飞行高度,,超级管理员,2025-09-18 15:39:14,2025-09-18 15:39:17
