,认定点代码,题型代码,题号,试题（题干）,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码
,B-A-B-015,B（单选题）,,在装配多旋翼无人机脚架时，关于脚架安装位置的说法正确的是（）。,脚架的安装位置可以随意调整，不影响无人机的起飞和降落,脚架应该安装在机身的重心下方，以保证平衡,为了增加稳定性，脚架应尽量向外伸展安装,根据螺旋桨的旋转方向来确定脚架的安装位置,,,B,2（易）,5（好）
,B-A-B-015,B（单选题）,,在装配无人机脚架时，首先应该进行的步骤是（）。,将脚架直接安装到机身上,检查所有零件是否齐全且无损坏,使用强力胶水固定脚架各部分,测试飞行器的平衡性,,,B,3（中）,5（好）
,B-A-B-015,B（单选题）,,无人机脚架的关节处通常需要加装（）部件来增加稳定性。,弹簧,垫片,减震器,不需要加装,,,C,2（易）,5（好）
,B-A-B-015,C（判断题）,,在装配无人机脚架时，为了便于后续的维修和更换，应该采用一体化设计，减少零部件数量。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-B-015,C（判断题）,,脚架的减震器应安装在关节处。（）,正确,错误,,,,,A,3（中）,5（好）
,B-A-B-016,B（单选题）,,无人机电机座装配过程中，为了防止螺栓松动，正确的方法是（）。,使用防松垫圈,减少螺栓的拧紧力矩,在螺栓上涂抹胶水,用绳子捆绑螺栓头部,,,A,3（中）,5（好）
,B-A-B-016,B（单选题）,,当装配无人机电机座需要与其他部件（如螺旋桨）协同安装时，正确的做法是（）。,直接将螺旋桨安装到未固定的电机座上,先安装并校准电机座，确保其位置正确且稳固，然后再安装螺旋桨,同时安装电机座和螺旋桨，最后一起紧固,只需关注螺旋桨的安装，电机座的位置可以后续调整,,,B,2（易）,5（好）
,B-A-B-016,B（单选题）,,电机座的安装位置偏移可能导致（）。,飞行速度增加,电池续航时间延长,飞行不稳定,信号更强,,,C,2（易）,5（好）
,B-A-B-016,B（单选题）,,电机座安装时，确保电机的平衡的原因是（）。,提高飞行速度,防止振动过大,增加电池寿命,降低噪音,,,B,2（易）,5（好）
,B-A-B-016,C（判断题）,,安装顺序不影响电机座的稳固性。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-B-016,C（判断题）,,确保电机平衡可以减少飞行中的振动。（）,正确,错误,,,,,A,3（中）,5（好）
,B-A-C-001,B（单选题）,,在填写多旋翼无人机电池报告单时，以下（ ）信息不是必须记录的内容。,电池型号和序列号,每次飞行的具体航线图,充电日期和时间,使用后的剩余电量,,,B,3（中）,5（好）
,B-A-C-001,B（单选题）,,多旋翼电池装配报告单中，需要记录电池的（）信息。,电池的容量和电压,电池的重量和颜色,电池的购买日期和保修期,电池的制造商和序列号,,,A,3（中）,5（好）
,B-A-C-001,B（单选题）,,在填写电池装配报告单时，如果电池存在性能下降，记录的方式是（）。,仅记录电池的当前性能数据,描述性能下降的具体表现，并注明日期,忽略性能问题，只记录电池的正常参数,记录电池的维修历史，不提性能问题,,,B,3（中）,5（好）
,B-A-C-001,B（单选题）,,多旋翼无人机电池装配报告单中，电池容量的单位通常应填写（）。,毫安时（mAh）,瓦时（Wh）,安培（A）, 伏特（V）,,,A,2（易）,5（好）
,B-A-C-001,C（判断题）,,多旋翼电池报告单上的22000mah 25C参数，25代表了电池的充电倍率。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-C-001,C（判断题）,,在填写多旋翼无人机电池装配报告单时，无需考虑电池的存放环境。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-C-002,B（单选题）,,多旋翼无人机电池装配报告单上报时，最优先考虑的上报途径是（  ）。,微信发送给上级领导,打印纸质版交给项目负责人,通过公司内部专门的设备管理系统提交,让同事帮忙转交给相关部门,,,C,2（易）,5（好）
,B-A-C-002,B（单选题）,,多旋翼电池报告单上报时，不需要包含（）信息。,电池的维护记录,电池的颜色,电池的故障记录,电池的使用历史,,,B,2（易）,5（好）
,B-A-C-002,B（单选题）,,发现多旋翼电池报告单中的错误，正确的处理方式是（）。,直接上报错误报告,更正错误后重新上报,标记错误，等待指示,忽略错误，继续上报,,,B,2（易）,5（好）
,B-A-C-002,B（单选题）,,多旋翼电池报告单的上报格式通常是（）。,手写记录在纸质表格中,电子表格或专用软件中的结构化数据,口头汇报给团队负责人,视频报告,,,B,3（中）,5（好）
,B-A-C-002,C（判断题）,,上报电池报告单时，如果电池性能测试结果未达到预期，可以重新测试，延迟上报。（）,正确,错误,,,,,B,3（中）,5（好）
,B-A-C-002,C（判断题）,,上报电池报告单时，可以忽略电池的常规检查结果，只上报电池的异常情况。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-001,B（单选题）,,固定桨距螺旋桨进行静平衡测试的目的是（）。,检查螺旋桨的材料强度,确定螺旋桨的最大飞行速度,确保螺旋桨在静止和低速旋转时的平衡性,评估螺旋桨的空气动力效率,,,C,2（易）,5（好）
,B-B-A-001,B（单选题）,,在静平衡测试中，若发现螺旋桨存在不平衡，通常采用（）。,增加或减少桨叶一侧的重量,调整桨叶的攻角,改变电机的转速,更换新的螺旋桨,,,A,2（易）,5（好）
,B-B-A-001,B（单选题）,,固定桨距螺旋桨静平衡测试一般应在（  ）环境下进行。,高湿度和高温,室外开阔场地,稳定且无振动的室内环境,强风或气流影响区域,,,C,3（中）,5（好）
,B-B-A-001,B（单选题）,,在固定桨距螺旋桨静平衡测试过程中，若发现螺旋桨有细微裂纹，应（ ）。,继续测试，观察裂纹对平衡有无影响,停止测试，标记裂纹位置并报废螺旋桨,用胶水修补裂纹后再测试,打磨掉裂纹周围材料，继续测试,,,B,3（中）,5（好）
,B-B-A-001,C（判断题）,,只要固定桨距螺旋桨外观看起来对称，就无需进行静平衡测试。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-001,C（判断题）,,螺旋桨静平衡测试的主要目的是提高螺旋桨的转速。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-002,B（单选题）,,静平衡测试主要用到的工具是（ ）。,卡尺,天平,转速计,扭矩扳手,,,B,2（易）,5（好）
,B-B-A-002,B（单选题）,,在静平衡测试中，螺旋桨的正确做法是（ ）。,垂直悬挂在一个细线上,水平放置在两个平行的刀刃状支撑物上,倾斜放置在一个 V 形槽内,直接放在平面上,,,B,3（中）,5（好）
,B-B-A-002,B（单选题）,,当多个螺旋桨都需要进行静平衡测试时，正确的做法是（ ）。,同时将多个螺旋桨放在测试装置上进行测试,只测试其中一个螺旋桨，认为其他螺旋桨和这个一样平衡,随机选择几个螺旋桨进行测试，其他的凭经验判断,逐个进行测试，每个螺旋桨测试完成后做好标记和记录,,,D,3（中）,5（好）
,B-B-A-002,B（单选题）,,在进行固定桨距螺旋桨静平衡测试之前，必须确保（）事项。,螺旋桨表面涂覆一层润滑油,螺旋桨叶片无损坏且清洁,测试环境温度达到最高值,使用最大规格的紧固件固定螺旋桨,,,B,3（中）,5（好）
,B-B-A-002,C（判断题）,,过度平衡螺旋桨可能导致性能问题。（）,正确,错误,,,,,A,3（中）,5（好）
,B-B-A-002,C（判断题）,,使用更重的螺旋桨总是能带来更好的平衡。（）,正确,错误,,,,,B,3（中）,5（好）
,B-B-A-003,B（单选题）,,对于静平衡测试的测试工具精度，正确的是（ ）。,精度越高越好，即使是微小的不平衡也能准确检测,精度适中即可，过高精度会增加测试成本和时间,精度低一些没关系，只要能大致判断平衡状态就行,根据螺旋桨的大小来选择，大螺旋桨用高精度工具，小螺旋桨用低精度工具,,,A,3（中）,5（好）
,B-B-A-003,B（单选题）,,静平衡测试的场地周围应该（ ）。,避免有大型设备或人员频繁走动，减少振动干扰,有一些振动源没关系，只要振动不强烈就行,可以放置其他正在运行的无人机，方便对比测试,靠近通风设备，保证空气流通良好,,,A,3（中）,5（好）
,B-B-A-003,B（单选题）,,在静平衡测试中，对待螺旋桨的包装材料正确的做法是（ ）。,保留包装材料，因为它可能对螺旋桨有保护作用,根据包装材料的重量来决定是否去除，轻的可以保留,在测试前应将包装材料完全去除，避免影响测试,只去除包装材料的一部分，观察其对测试的影响,,,C,2（易）,5（好）
,B-B-A-003,B（单选题）,,选择适合的平衡架进行静平衡测试时，应考虑（）。,平衡架的颜色,平衡架的材质,螺旋桨的重量,螺旋桨的尺寸,,,D ,2（易）,5（好）
,B-B-A-003,C（判断题）,,每次应只测试一个螺旋桨。（）,正确,错误,,,,,A,3（中）,5（好）
,B-B-A-003,C（判断题）,,同一批次的螺旋桨保证平衡。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-004,B（单选题）,,（）的方法可以用于固定桨距螺旋桨的动平衡测试。,旋转法,移位法,平衡仪法,振动法,,,C,3（中）,5（好）
,B-B-A-004,B（单选题）,,在固定桨距螺旋桨的动平衡测试中，通常使用的仪器是（）。,静平衡架,动平衡机或振动分析仪,扭矩扳手,温度计,,,B,3（中）,5（好）
,B-B-A-004,B（单选题）,,动平衡测试主要用于检测螺旋桨在高速旋转时的（）问题。,桨叶弯曲,桨叶磨损,不平衡力,材料缺陷,,,C,2（易）,5（好）
,B-B-A-004,B（单选题）,,动平衡测试通常在（）条件下进行。,在开放空间以利用自然风,在安静无振动的室内环境中,在高速旋转的状态下,在桨叶完全停止旋转时,,,B,5（难）,5（好）
,B-B-A-004,C（判断题）,,固定桨距螺旋桨动平衡测试时，试验机转速越高，测试结果越准确。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-004,C（判断题）,,动平衡测试过程中应关注振动情况。（）,正确,错误,,,,,A,2（易）,5（好）
,B-B-A-005,B（单选题）,,在动平衡测试过程中，螺旋桨的旋转方向（ ）。,必须按照无人机实际飞行时的旋转方向进行测试,可以随意设定，不影响动平衡测试结果,先正转测试，再反转测试，对比结果,根据测试设备的要求进行旋转，与实际飞行方向无关,,,A,3（中）,5（好）
,B-B-A-005,B（单选题）,,在动平衡测试中，测试设备正常工作的方法是（ ）。,用标准的平衡螺旋桨进行测试，观察设备的测量结果是否符合预期,根据设备的运行声音判断，没有异常声音即为正常,检查设备的电源指示灯是否正常亮起,查看设备的生产日期，较新的设备一般正常工作,,,A,3（中）,5（好）
,B-B-A-005,B（单选题）,,动平衡测试的环境要求包括（ ）。,可以有适度的气流，模拟实际飞行环境,环境亮度要高，方便观察螺旋桨的旋转情况,稳定且无振动的基础，避免气流干扰,周围可以有轻微的振动，只要不影响设备正常运行就行,,,C,2（易）,5（好）
,B-B-A-005,B（单选题）,,动平衡测试设备通常需要对螺旋桨进行正确的固定方式的是（ ）。,简单的夹具夹紧，保证螺旋桨不会掉落即可,按照螺旋桨的旋转轴中心进行精确的同心固定,采用磁性吸附，方便快捷,根据螺旋桨的大小随意固定，只要能旋转就行,,,B,3（中）,5（好）
,B-B-A-005,C（判断题）,,通过去除较重一侧的材料可以实现平衡。（）,正确,错误,,,,,A,2（易）,5（好）
,B-B-A-005,C（判断题）,,静态平衡测试和动态平衡测试是相同的。（）,正确,错误,,,,,B,2（易）,5（好）
,B-B-A-006,B（单选题）,,在进行无人机固定桨距螺旋桨动平衡测试时，测试环境的温度变化范围应（ ）。,尽量控制在较小范围内，因为温度变化可能影响螺旋桨材料性能和测试精度,可以较大，只要不超过螺旋桨材料的极限温度就行,没有严格要求，因为动平衡测试主要关注旋转状态，与温度无关,根据测试设备的要求来定，不同设备对温度敏感度不同,,,A,3（中）,5（好）
,B-B-A-006,B（单选题）,,当使用动平衡测试设备时，设备的校准频率应该是（ ）。,每次使用前都要校准，确保测试准确性,定期校准，例如每月一次，根据设备使用频率调整,只有在设备出现明显故障或测试结果异常时才校准,根据设备的使用寿命来决定，新设备不需要频繁校准,,,A,2（易）,5（好）
,B-B-A-006,B（单选题）,,在动平衡测试过程中，设备周围的气流情况应该（ ）。,有适度的气流是可以的，模拟实际飞行环境,保持无明显气流，避免气流干扰螺旋桨的旋转和振动检测,只要气流方向与螺旋桨旋转方向一致，就不会有影响,根据测试设备的抗风能力决定，有些设备可以在有风环境下测试,,,B ,3（中）,5（好）
,B-B-A-006,B（单选题）,,当对螺旋桨进行动平衡测试时，螺旋桨的初始状态检查应重点关注（ ）。,螺旋桨表面的颜色是否均匀，颜色不均可能表示质量有问题。,螺旋桨的边缘是否锋利，锋利程度与动平衡有关。,螺旋桨上的标识是否完整，标识完整性影响测试准确性。,螺旋桨是否有微小的弯曲或扭曲，这可能影响平衡测试。,,,D,2（易）,5（好）
,B-B-A-006,C（判断题）,,为平衡添加重量应在桨叶尖端。(),正确,错误,,,,,B,2（易）,5（好）
